resource_id,course_or_certification_title,course_or_certification_description,recommended_experience,schedule,level,estimated_duration,skills_youll_gain,skill_ids,category_id,category_name,offered_by_provider,provider_type,provider_trust_score_auto,resource_type,language,delivery_mode,cost_type,status,notes,external_course_or_certification_link,mapped_skill_names,skill_id_mapping_status,skill_id_mapping_notes
LR-314,Certificate Pathway: Environmental Conservation,"Prototype curated learning resource for Environmental Conservation. Covers Environmental Conservation, Tree Planting, Waste Management and supports Kareerly skill-gap recommendations for Forestry and Conservation. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Environmental Conservation; Tree Planting; Waste Management,SK106;SK107;SK108,K10,"Agriculture, Forestry, Fishery, and Environmental Work",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Environmental Conservation; Tree Planting; Waste Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-315,Foundations Course: Emergency Response,"Prototype curated learning resource for Emergency Response. Covers Emergency Response, Security Monitoring, Risk Reporting and supports Kareerly skill-gap recommendations for Protective and Security Services. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Emergency Response; Security Monitoring; Risk Reporting,SK118;SK117;SK119,K11,"Public Service, Legal, and Protective Services",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Emergency+Response,Emergency Response; Security Monitoring; Risk Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-316,Practical Skills Certificate: Statistical analysis system software,"Prototype curated learning resource for Statistical analysis system software. Covers Statistical analysis system software, SQL, Data Analysis and supports Kareerly skill-gap recommendations for Data, Analytics, and Statistics. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Statistical analysis system software; SQL; Data Analysis,SK138;SK004;SK005,K01,"Technology, Data, and Digital Systems",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,Statistical analysis system software; SQL; Data Analysis,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-317,Career Readiness Course: Lean project management,"Prototype curated learning resource for Lean project management. Covers Lean project management, Project Coordination, Operations Support and supports Kareerly skill-gap recommendations for Management and Organizational Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Lean project management; Project Coordination; Operations Support,SK211;SK021;SK022,K02,"Business, Finance, and Office Administration",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Lean+project+management,Lean project management; Project Coordination; Operations Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-318,Certificate Pathway: Channel marketing,"Prototype curated learning resource for Channel marketing. Covers Channel marketing, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Channel marketing; Digital Marketing; Social Media Management,SK274;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Channel marketing; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-319,Foundations Course: Translate foreign language,"Prototype curated learning resource for Translate foreign language. Covers Translate foreign language, Content Writing, Copywriting and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Translate foreign language; Content Writing; Copywriting,SK327;SK034;SK035,K04,"Creative, Media, and Communications",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Translate+foreign+language,Translate foreign language; Content Writing; Copywriting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-320,Practical Skills Certificate: Refer service users to community resources,"Prototype curated learning resource for Refer service users to community resources. Covers Refer service users to community resources, Community Engagement, Case Documentation and supports Kareerly skill-gap recommendations for Social, Religious, and Community Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Refer service users to community resources; Community Engagement; Case Documentation,SK363;SK051;SK052,K05,"Education, Training, and Community Services",UPOU MODeL,University,92,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://model.upou.edu.ph/,Refer service users to community resources; Community Engagement; Case Documentation,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-321,Career Readiness Course: Medication Assistance,"Prototype curated learning resource for Medication Assistance. Covers Medication Assistance, Laboratory Safety, Pharmacy Support and supports Kareerly skill-gap recommendations for Pharmacy, Laboratory, and Health Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Medication Assistance; Laboratory Safety; Pharmacy Support,SK062;SK063;SK064,K06,"Healthcare, Caregiving, and Wellness",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Medication Assistance; Laboratory Safety; Pharmacy Support,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-322,Certificate Pathway: Quality Control,"Prototype curated learning resource for Quality Control. Covers Quality Control, Surveying Support, Blueprints and supports Kareerly skill-gap recommendations for Technical Drafting, Surveying, and Control. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Quality Control; Surveying Support; Blueprints,SK076;SK077;SK454,K07,"Engineering, Construction, and Skilled Trades",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Quality Control; Surveying Support; Blueprints,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-323,Foundations Course: Food Preparation,"Prototype curated learning resource for Food Preparation. Covers Food Preparation, Food Service, Food Safety and supports Kareerly skill-gap recommendations for Food Service and Culinary Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Food Preparation; Food Service; Food Safety,SK085;SK084;SK086,K08,"Hospitality, Tourism, Food, and Personal Services",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Food+Preparation,Food Preparation; Food Service; Food Safety,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
